compound,structure_identifier,compound_smiles,target,receptor_record_id,sair_protein_id,system,target_source_release,sair_interaction_rows_scanned,isomeric_match_count,nonisomeric_match_count,join_status,interpretation
alpha-pinene,SN0113697-03,CC1=CC[C@@H]2C[C@H]1C2(C)C,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
anisaldehyde,SN0478525,COc1ccc(C=O)cc1,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
anisaldehyde,SN0478525,COc1ccc(C=O)cc1,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
anisaldehyde,SN0478525,COc1ccc(C=O)cc1,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
anisaldehyde,SN0478525,COc1ccc(C=O)cc1,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
methyleugenol,SN0483473,COc1ccc(CC=C)cc1OC,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
chamazulene,SN0117805,CCc1ccc(C)c2ccc(C)c2c1,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
absinthin,SN0299194-01,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,TRPV1,protein:CDBP01848,Q8NER1,TRPV1 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,GRIN1,protein:CDBP01515,Q05586,NMDA receptor subunit 1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
artabsin,SN0037820-01,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,SLC6A4,protein:CDBP01822,P31645,serotonin transporter,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,HTR1A,protein:CDBP01994,P08908,5-HT1A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,HTR2A,protein:CDBP02043,P28223,5-HT2A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,HTR2C,protein:CDBP02060,P28335,5-HT2C serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,HTR3A,protein:CDBP02156,P46098,5-HT3A serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,HTR7,protein:CDBP01867,P34969,5-HT7 serotonin receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,GABRA1,protein:CDBP03412,P14867,GABA-A alpha-1,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,GABRA2,protein:CDBP03413,P47869,GABA-A alpha-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,GABRB2,protein:CDBP03419,P47870,GABA-A beta-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,GABRG2,protein:CDBP01864,P18507,GABA-A gamma-2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,DRD1,protein:CDBP04812,P21728,D1 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,DRD2,protein:CDBP01576,P14416,D2 dopamine receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,CHRM2,protein:CDBP04814,P08172,muscarinic acetylcholine receptor M2,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,OPRM1,protein:CDBP02036,P35372,mu opioid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,CNR1,protein:CDBP04807,P21554,CB1 cannabinoid receptor,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,TRPA1,protein:CDBP04867,O75762,TRPA1 sensory-neural channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
alpha-pinene,SN0113697-01,CC1=CC[C@H]2CC1C2(C)C,TRPM8,protein:CDBP01847,Q7Z2W7,TRPM8 sensory channel,1.0-a7d05067088ee5b8,1489,0,0,no_join_found,No structure join in supplied SAIR projection; not biological absence
